Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
clearmatics,https://www.crunchbase.com/organization/clearmatics,11-50,"Blockchain, Ethereum, FinTech, Information Technology, Software Engineering",Series A,"Engineering, Management, Operations",,,Private,,,,"London, England, United Kingdom",,,,Designing protocols and build platforms for decentralised Financial Market Infrastructure (dFMI).,2015-02-06,day,Active,,,For Profit,http://www.clearmatics.com,https://www.twitter.com/clearmatics,https://www.facebook.com/clearmatics,https://www.linkedin.com/company/clearmatics,ping@clearmatics.com,,,10,"Founded in 2015, Clearmatics is a London-based blockchain company. We build member-owned and governed decentralised network platforms for the peer-to-peer exchange of tokenised value between network members. Our ethos and architecture is grounded in protocol, peer-to-peer architecture, removing friction and market inefficiencies, strong security guarantees and interoperable exchange across platforms to build a peer-to-peer ecosystem for market infrastructure. Our focus is capital markets; we work with firms that have the ambition to reinvent the industry's business models. Our technology is p2p network platforms and protocol first - protocol suite, software that implements those protocols and provides client software and infrastructure for p2p networks. Its based on Ethereum and we call it Autonity - the protocol, the Geth-based client. We use our technology to build p2p networks and dFMI. P2p networks are private, member-owned and governed networks that enable peer-to-peer transfer of financial value and automation of contractual and fiduciary operations without reliance on trusted third-parties. Such decentralised networks can interact with one another, creating a wider ecosystem of value and leveraging the network effect, and they can form part of a dFMI. dFMI is a new concept, one that builds on the security and resilience guarantees of distributed ledger and systems engineering to provide a platform for tokenising value and transferring its ownership between participants on that or, by cross-platform exchange, on other platforms. We believe that our technology will drive adoption of a next-generation dFMI where intermediaries are removed, incentive structures encourage self-regulation, and risks are mitigated and reduced to the maximum. dFMI doesn't just provide a cryptographically secure environment for market participants to transact, it provides a peer-to-peer model that removes financial intermediaries and engenders a wider ecosystem for value transfer across platforms and pre- post-trade processes. dFMI works to mitigate concentration and liquidity risk, reduce settlement cycles to real-time, remove friction, and lower the transaction cost of economic exchange. Clearmatics is a company with a strong belief in the open source movement and good ties to the Ethereum community. We also work closely with the Ethereum Foundation, and are an active member of the Ethereum Enterprise Alliance (EEA).",,,
Clarity PR,https://www.crunchbase.com/organization/clarity,11-50,"B2B, Blockchain, Cryptocurrency, Digital Media, EdTech, Mobile, Public Relations, Retail Technology",Corporate Round,"Operations, Sales",,,Private,,,,"London, England, United Kingdom",,,,Clarity is a digital marketing and communications firm that believes in the power of technology to affect positive change in the world.,2013-01-01,year,Active,,,For Profit,https://clarity.global,http://twitter.com/claritypr,https://www.facebook.com/pg/prclarity,https://www.linkedin.com/company/clarity-pr,contact@clarity.pr,+44 207 100 1333,,43,"Clarity is a digital marketing and communications firm that believes in the power of technology to affect positive change in the world. Clarity is a global integrated communications agency focused on telling the stories of technology companies large and small, from seed-funded startups to industry titans. Clarity brings together teams of experts to solve communications challenges with proven earned, paid, and owned strategies while building proprietary technology to push the industry forward.",,,
Circulor,https://www.crunchbase.com/organization/circulor,51-100,"Artificial Intelligence, Blockchain, CleanTech, GreenTech, Supply Chain Management",Series B,Operations,,,Private,,,,"London, England, United Kingdom",,,,Circulor is a blockchain sustainability company that offers traceability-as-a-service and supply chain solutions for manufacturers.,2017-10-01,day,Active,,,For Profit,https://circulor.com,https://twitter.com/circulor1,https://www.facebook.com/Circulor1,https://www.linkedin.com/company/circulor,info@circulor.com,+4420 3858 0555,,19,"Circulor uses blockchain and AI to cut the cost of traceability and due diligence in raw materials supply chains. Its pioneer customers include car manufacturers, EV battery manufacturers, commodity traders, and miners who collectively want to pioneer more effective approaches to responsible sourcing. Circulor was founded in 2017 and is headquartered in London, England.",,,
Circularr,https://www.crunchbase.com/organization/circularr,1-10,"Advertising Platforms, Blockchain, Cryptocurrency, Enterprise Software",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Circularr is a sustainable blockchain ecosystem focused on the development of sustainable crypto assets backed by recycled commodities.,2021-06-30,day,Active,,,For Profit,http://www.circularr.com,https://twitter.com/circularr_hq,https://www.facebook.com/CircularrHQ/,https://www.linkedin.com/company/circularr/,hello@circularr.com,+44 203 773 2478,,,"Circularr is a sustainable blockchain ecosystem focused on the incubation and development of sustainable crypto assets backed by recycled sustainable commodities. The first asset will be backed by plastic recycling and the value of rPET plastic called Circular Plastic Coin or “$CIRP”. The $CIRP asset revolves around the development and launch of a decentralised recycling ecosystem to streamline interactions between consumers, organisations, recyclers, and brands by adding full transparency to the recycling process. This will help to decrease pollution levels, eliminate green washing and drive consumer behavioural change by commoditising plastic waste. Our ambition is to help individuals and organisations treat plastic waste as a commodity instead of waste.",,,
CINERATE,https://www.crunchbase.com/organization/cinerate,1-10,"Advertising, Apps, Artificial Intelligence, Blockchain, Machine Learning, Marketing, Social Media, Software",,,,,Private,,,,"London, England, United Kingdom",,,,"Cinerate is an integrated Video Platform, Data provider, Blockchain Wallet and a Goods and Services Marketplace",2020-01-06,day,Active,,,For Profit,https://cinerate.app,,,https://www.linkedin.com/company/cinerate/,crew@cinerate.global,+447780700091,,,"CINERATE is an engagement platform that unlocks real time audience ratings frame-by-frame video and audio available on all devices. Attention is value. Each time your audiences engage, they are rewarded. This builds loyalty, revenue and real-time feedback to make better content. Our world-class team is working hard to integrate the technology across major platforms and turn on some big influencers, advertisers and publishers towards quality and transparency with the help of blockchain tech, biometrics, artificial intelligence and real machine learning skills. We are building the future of video consumerism, accentuated on content quality improvement Technically, Cinerate is a Video Platform Company that allows Users to rate frame by frame any video, sending data,metrics, analytics and AI screening, to video creators who posted these videos,  while remunerating the users with Rewards Coins stored in an in-app crypto wallet,  allowing them to share these coins and/or spending them in an internal Cinerate Marketplace.",,,
cheqd,https://www.crunchbase.com/organization/cheqd,1-10,"Blockchain, FinTech, Identity Management",Seed,,,,Private,,,,"London, England, United Kingdom",,,,cheqd is building payment mechanisms for private and secure digital identity exchange,2021-03-01,month,Active,,,For Profit,https://www.cheqd.io,https://twitter.com/cheqd_io,,https://www.linkedin.com/company/cheqd-identity/,contact@cheqd.io,,,12,"cheqd is a Web 3.0 startup founded by an ambitious and experienced team in the field of self-sovereign identity (SSI). SSI is a new paradigm for exchanging trusted digital data related to people, companies, and things in a much more secure and privacy-preserving fashion that puts people in control of their data. Far too often, digital identity services online are slow, user-hostile, and expensive for businesses to process. It costs anywhere from $10 onwards to verify the identity of people online, and upwards of $100s for corporate entities. Over the past few years many startups, established ID companies, governments, and non-profits have used decentralised identity to give people more control back of their data and make its use secure and transparent. BUT... What is currently missing is an incentives layer for the self-sovereign identity ecosystem, which hampers adoption. We use blockchain to create a decentralised network for digital identity payments. Once we build this, we will build tools to allow digital ID payments agnostic of ledger. Our initial target segment is B2B, to any companies building products on decentralised ID for people and companies. We will work with these ID companies to integrate verim's digital ID payment rails and network. Our future roadmap includes plans for enterprise and SaaS software that allows large/mid- cap organisations that want to monetise their digital ID issuance. Our mission is to make digital identity more accessible, inclusive, and commercially sustainable. Our core product is a blockchain network that makes exchanging and paying for trusted data easy, inclusive, and secure. We built this core on blockchain technology, as we believe no single company should be in control of such critical Web infrastructure. Our vision is that this new form of digital identity applies beyond just the financial industry and will be transformative for almost every industry sector imaginable. Through our network, anyone can verify identities quickly and securely with the ability for organisations checking the data to be compensated for their work.",,,
Changeblock,https://www.crunchbase.com/organization/changeblock,11-50,"Blockchain, Cryptocurrency, Finance",,,,,Private,,,,"London, England, United Kingdom",,,,"Changeblock combines DeFi & carbon emissions assets, to create a platform that makes climate markets accessible.",2021-01-01,year,Active,,,,https://linktr.ee/Changeblock ,https://twitter.com/Changeblock_io,https://www.facebook.com/changeblock,https://www.linkedin.com/company/changeblock,contact@changeblock.io,,,2,"Changeblock combines DeFi & carbon emissions assets, to create a platform that makes climate markets accessible.",,,
ChainxGame,https://www.crunchbase.com/organization/chainxgame,51-100,"Blockchain, Gaming, Internet",,,,,Private,,,,"London, England, United Kingdom",,,,ChainxGame is a gaming app that offers blockchain development and traditional gameplay.,2021-01-01,year,Active,,,For Profit,https://www.chainxgame.co.uk,,,https://www.linkedin.com/company/chainxgame,hi@chainxgame.co.uk,,,,,,,
Chainvine,https://www.crunchbase.com/organization/chainvine,11-50,"Asset Management, Blockchain, Compliance, Cyber Security, Database, Enterprise Software, Intelligent Systems, Internet of Things, Software, Supply Chain Management",Series A,,,,Private,,,,"London, England, United Kingdom",,,$1M to $10M,Next Generation Enterprise Systems / Identity Access Management (IAM) / Technology Providers Blockchain,2015-06-01,day,Active,,,For Profit,https://www.chainvine.com,https://twitter.com/chainvine?lang=sv,https://www.facebook.com/chainvine,https://www.linkedin.com/company/www-chainvine-com,oliver@chainvine.com,00447856559920,,87,"Next Enterprise-grade secure Blockchain and Distributed Ledger Technology Our platform supports many major Blockchain or Distributed Ledger Technologies. Intelligent Commodities Products will for the first time be able to record vital data such as time of day, weekends & holidays, time zones, and geographic borders. Operational chains can, for the first time, be truly intuitive, increasing businesses’ financial margins. Intelligent Contracts Every point in a company’s operation is therefore fully accountable and by utilising ‘Intelligent Contracts’ (or ‘Smart Contracts’ as they are sometimes known) products will for the first time be able to record vital data such as time of day, weekends & holidays, time zones. Current live projects Identity, Intelligent Commodities & Sustainable Investment platforms backed by Chainvine platform.",,,
CHAINERGY,https://www.crunchbase.com/organization/chainergy-02c4,1-10,"Bitcoin, Blockchain, CleanTech, Cryptocurrency, Data Mining, Mining, Mining Technology, Renewable Energy, Sustainability",,,,,Private,,,,"Oxford, Oxfordshire, United Kingdom",,,,'Sustainably Powering the Blockchain' - 100% renewable powered mobile data centres,2022-01-01,day,Active,,,For Profit,https://www.chainergy.io/,,,https://www.linkedin.com/company/80002916,mining@chainergy.io,,,,"CHAINERGY is in the business of developing, constructing and operating mobile data-centre sites for the blockchain networks powered by 100% sustainable energy.",,,
CEX.IO,https://www.crunchbase.com/organization/cex-io,11-50,"Bitcoin, Finance, FinTech",Seed,"Finance, Human Resources, Management, Sales",,1,Private,,,,"London, England, United Kingdom",,,Less than $1M,CEX.IO is a multi-functional cryptocurrency exchange.,2013-01-01,year,Active,,,For Profit,https://cex.io,http://twitter.com/cex_io,http://www.facebook.com/pages/CEXIO/420149274752615,http://www.linkedin.com/company/cex-io,web@cex.io,,,12,"Established in 2013 as the first cloud mining provider, CEX.IO has become a multi-functional cryptocurrency exchange, trusted by over half million users. CEX.IO offers cross-platform trading via website, mobile app, WebSocket and REST API, providing access to high liquidity orderbook for top currency pairs on the market. Instant Bitcoin buying and selling is available via simplified bundle interface. The exchange has developed a multi-level account system with individual approach to each customer, from Bitcoin beginners to institutional traders. Worldwide coverage, multiple payment options, and 24/7 support are accompanied by time-proven platform stability that guarantees safety of assets and data.",,,
CementDAO,https://www.crunchbase.com/organization/1a1z-inc-cementdao,1-10,"Cryptocurrency, Financial Services, FinTech",,,,,Private,,,,"London, England, United Kingdom",,,,CementDAO is a decentralized platform that curates the best stablecoins available to provide risk-protection.,2018-03-01,day,Active,,,For Profit,https://www.cementdao.com,https://twitter.com/CementDAO,https://www.facebook.com/cementdao,https://www.linkedin.com/company/cementdao/,build@cementdao.com,,,,CementDAO is a decentralized stablecoin aggregator and distributor that increases liquidity and reduces the risk for dollars on the blockchain.,,,
Celtic Ladies Esports Team,https://www.crunchbase.com/organization/celtic-ladies-esports-team,1-10,"Blockchain, eSports, Fantasy Sports, Gaming, Online Games, PC Games, Sports, Video Games, Web Apps",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,Celtic Ladies is a NFT esports team that competes in competitions and tournaments on the Crypt2 eSports gaming platform.,2022-09-15,day,Active,,,For Profit,https://celticladies.crypt2esports.com,,,,info@crypt2esports.com,,,,,,,
Celsius Network,https://www.crunchbase.com/organization/celsius-network,101-250,"Blockchain, Consumer Lending, Cryptocurrency, Financial Services, FinTech",Corporate Round,"Engineering, Finance, Management, Medical & Science, Operations, Sales",,7,Private,,,,"London, England, United Kingdom",,,$50M to $100M,Celsius Network is a blockchain-based lending platform that is accessible through a free mobile app.,2017-01-01,year,Active,,,For Profit,https://celsius.network,https://www.twitter.com/celsiusnetwork,https://www.facebook.com/celsiusnetwork,https://www.linkedin.com/company/celsiusnetwork,hello@celsius.network,+44 2033 185636,,275,"Celsius is a blockchain-based marketplace platform where membership provides access to curated financial services that are not available through traditional financial institutions. Celsius specializes in the fields of consumer lending, fintech, and financial services. It was founded in 2017 and headquartered in London, England.",,,
CatalystPay,https://www.crunchbase.com/organization/catalyst-commerce,11-50,"Banking, Credit Cards, Cryptocurrency, E-Commerce, Payments, Risk Management, Transaction Processing",,Operations,,,Private,,,,"Belfast, Belfast, United Kingdom",,,,Payment Processing & Banking Solutions,2018-10-08,day,Active,,,For Profit,https://www.catalystpay.com,https://twitter.com/CatalystPay/,,https://www.linkedin.com/company/catalystpay/,hello@catalystpay.com,,,,"CatalystPay is a provider of merchant services and bespoke payment processing solutions for online businesses based on our extensive partner network. Our product offering to e-commerce merchants includes alternative banking solutions, merchant accounts and payment gateway. Our team of experts helps e-commerce merchants to achieve their business goals by helping create the optimal payment experience for their customers.",,,
Cassiopeia Services,https://www.crunchbase.com/organization/cassiopeia-services-920d,1-10,"Blockchain, Marketing, Public Relations",,,,,Private,,,,"London, England, United Kingdom",,,,Cassiopeia Services is a public and investor relation consultancy firm.,2015-01-01,year,Active,,,For Profit,https://cassiopeia-ltd.com/,https://twitter.com/Cassiopeia_ltd,https://www.facebook.com/cassiopeialtd/,https://www.linkedin.com/company/cassiopeiaservicesltd/,info@cassiopeia-ltd.com,+44 (0)7949 69 0338,,,"Cassiopeia Services is a public and investor relation consultancy firm that offers marketing and branding communication strategies for private and public companies. They aim to help their clients meet their objectives through engagement with the investment, media, and social media communities. It was founded in 2015 and is headquartered in London, England.",,,
Cashsmiths,https://www.crunchbase.com/organization/cashsmiths,1-10,"Cryptocurrency, E-Commerce, Retail Technology",,,,,Private,,,,"London, England, United Kingdom",,,,Payments-as-a-Service Provider,2019-07-30,day,Active,,,For Profit,https://cashsmiths.com/,,,https://www.linkedin.com/company/cashsmiths/,info@cashsmiths.com,+44 0207 097 8512,,,,,,
Cashaa,https://www.crunchbase.com/organization/cashaa,11-50,"Banking, Bitcoin, Blockchain, Cryptocurrency, Debit Cards, Financial Services, FinTech",Seed,"Management, Operations",,,Private,,,,"London, England, United Kingdom",,,,Next Generation Banking Platform,2016-01-01,year,Active,,,For Profit,https://cashaa.com,https://www.twitter.com/yourCashaa,https://www.facebook.com/cashaaLtd/,https://www.linkedin.com/company/cashaa,hello@cashaa.com,44 7955 929720,,173,"Cashaa is a neo-bank providing services to hundreds of businesses from the crypto industry. We are on a mission to become a first choice ""better than the bank"" for the next generation of business and individuals who are dealing in cryptocurrencies. Our partners include Paysafe Group and many other financial institutions regulated by the FCA, Central Bank of Lithuania, and Colorado Division of Banking.",,,
Caricoin,https://www.crunchbase.com/organization/caricoin-88ff,1-10,"Bitcoin, Blockchain, Finance",,,,,Private,,,,"London, England, United Kingdom",,,,Caricoin Cryptocurrency Marketplace,2015-01-01,year,Active,,,For Profit,https://www.caricoin.com/,https://twitter.com/caricoin,https://www.facebook.com/getcaricoin/,https://www.linkedin.com/company/caricoin-ltd/,contact@caricoin.com,44 (203) 287-4677,,4,"Caricoin is a industry leading crypto-currency price tracking service. Get instant updates on the top 2000+ crypto coins, with 24h changes and complete market cap analysis. Track the top exchange's with full trading pair volumes and view the latest ICO's.",,,
CargoCoin,https://www.crunchbase.com/organization/cargocoin,11-50,"Blockchain, E-Commerce Platforms, Ethereum, Logistics, Marine Transportation, Shipping, Transportation",Seed,,,,Private,,,,"London, England, United Kingdom",,,,A decentralised cargo protocol built with blockchain technology powered by a native utilty token,2018-03-01,day,Active,,,For Profit,https://thecargocoin.com,https://twitter.com/thecargocoin,http://www.facebook.com/cargocoin,https://www.linkedin.com/company/cargocoin/,info@thecargocoin.com,+44 20 3286 2535,,1,"CargoCoin - Revolutionaising Global Trade and Transport by Decentralisation CargoCoin is designed to be a smart contract, crypto currency platform, decentralising global trade and transport. The platform target is to facilitate and optimise the interaction amongst traders, freight forwarders, shipping lines, booking agents as well as all other parties involved in the international trade and transport of commodities and cargoes. The platform users experience outlines well-balanced ecosystem based on cutting edge crypto security and frictionless interaction.  CargoCoin objective is to provide a global marketplace environment and utilities for facilitation of trade, transport, exchange of documents and payment options at low cost in real time. The platform architecture is based on the principles of high level of security, transparency, traceability and accountability. It is set up in a way that the participants can take advantage of any part of it alone, or in combination with other sections. It can be used as a very simple platform or as a complex smart contract utility with various payment options. The link between physical trade and transport with online crypto technologies delivers the opportunity for implementation of a large scale project and allows for further expansion.   CargoCoin platform provides infinite possibilities for added value to the users and the participants. All utilities on the platform operate with CargoCoins. The ultimate aim is boosting demand and facilitating the usage of the tokens. CargoCoin Team interest is set in line with the interest of the ICO supporters!",,,
Capexmove,https://www.crunchbase.com/organization/capexmove,1-10,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software",Pre-Seed,Operations,,,Private,,,,"London, England, United Kingdom",,,,Capexmove is a platform to draft and digitise debt financing documents.,2017-01-01,year,Active,,,For Profit,https://www.capexmove.io/,https://twitter.com/capexmove,https://www.facebook.com/capexmove/,https://www.linkedin.com/company/capexmove/,hello@capexmove.io,,,,"Capexmove is a platform to draft and digitise debt financing documents. All parties can collaborate on one single venue, keep track of the status and changes of the contracts. The finalised natural language contracts are machine-readable. Parties are able to convert them into smart contracts, that can capture external market data, perform operations automatically, and create an audit trail.",,,
Calyptus,https://www.crunchbase.com/organization/calyptus-51db,1-10,"Blockchain, E-Learning",Pre-Seed,,,,Private,,,,"London, England, United Kingdom",,,,A web3 edtech & expert mentorship platform,2022-01-02,day,Active,,,For Profit,https://calyptus.co/,https://twitter.com/calyptus_learn,,https://www.linkedin.com/company/calyptus-learn/,info@calyptus.co,,,,,,,
Calimero Network,https://www.crunchbase.com/organization/calimero-network,1-10,"Blockchain, Consulting, IT Infrastructure, Open Source",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Calimero Network is a blockchain infrastructure that helps clients in controlling data.,2022-01-01,year,Active,,,,http://calimero.network,https://twitter.com/CalimeroNetwork,,https://www.linkedin.com/company/calimero-network,,,,1,Calimero Network is a blockchain infrastructure that helps clients in controlling data. Calimero Network was founded in 2022 and was headquartered in London.,,,
Cadalab Protocol,https://www.crunchbase.com/organization/cadalabs-protocol,1-10,"Blockchain, Marketplace",Initial Coin Offering,,,,Public,,,,"London, England, United Kingdom",,,,Cadalab Protocol is the first community-driven NFT platform building an NFT Minting dApp on the Cardano Network to enable digital artwork .,2021-07-11,day,Active,2021-12-05,day,For Profit,https://cadalab.io/,https://twitter.com/cadalabprotocol,https://cadalabs.medium.com/,,,,,1,"Cadalab Protocol is the first NFT Marketplace and Metaverse  project on cardano blockchain network. Cadalab is a De-fi powered marketplace for Digital Creators, Musicians, Artistes and online creators to Mint & trade digital commodities as Non- Fungible Tokens for physically redeemable goods using our super sleek, easy to use user interface.",,2021-12-01,month
ByzGen,https://www.crunchbase.com/organization/byzgen,11-50,"Blockchain, Commercial, Enterprise",Venture - Series Unknown,"Engineering, Management",,,Private,,,,"London, England, United Kingdom",,,,ByzGen is the first blockchain company.,2017-01-01,year,Active,,,For Profit,http://byzgen.com,,,,Marcus.ralphs@byzgen.com,+4407932032429,,,"ByzGen is the first blockchain company to focus exclusively on the defence sector. Enabling the Defence and Security sector to be at the vanguard of developing and adopting game-changing blockchain technology is really exciting.They continue to work closely with the user community, academic experts and fellow commercial enterprises, to enable the sector to realise the genuine potential of distributed ledger technologies.”",,,
Byzantium,https://www.crunchbase.com/organization/byzantium,11-50,"Bitcoin, Blockchain, Business Development, Finance",,,,,Private,,,,"Edinburgh, Edinburgh, City of, United Kingdom",,,,Byzantium is a service provider for blockchain-based projects and businesses.,2017-05-11,day,Active,,,For Profit,https://bzntm.com,,https://www.facebook.com/bzntmagency/,https://www.linkedin.com/company/byzantium-agency/,clients@bzntm.com,,,,"Byzantium is a boutique agency dedicated to business development and promotion for companies upgrading to or implementing blockchain technology. Byzantium operates as Immersive marketing, PR, and consulting service provider, Fundraising aggregator with both private round and crowd sale coverage. Connection-building agency with backgrounds in biz dev and investment.",,,
Byte Trading,https://www.crunchbase.com/organization/byte-trading,11-50,"Cryptocurrency, Finance, Financial Services, Information Technology, Software",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Byte is an algorithmic market maker in digital assets.,2021-01-01,year,Active,,,For Profit,https://byte-trading.com/,https://twitter.com/byte_trading,,https://www.linkedin.com/company/byte-trading/,,,,1,Byte is an algorithmic market maker in digital assets. We create liquid and efficient markets on centralized and decentralized exchanges.,,,
Bx Technologies,https://www.crunchbase.com/organization/bx-technologies,11-50,"Agriculture, AgTech, Blockchain, Environmental Engineering, Farming, Information Technology, Software",Seed,,,,Private,,,,"London, England, United Kingdom",,,,Bx Technologies is a software platform connecting growers and consumers with the goal of reversing climate through food production,2020-04-01,day,Active,,,For Profit,http://www.bx-earth.com,,,https://www.linkedin.com/company/bxtech/,,,,,"Bx is a climate-tech company, we help food brands remove emissions in their food supply chain. We do this with our innovative data-backed reward system, where proceeds from food sales goes directly to growers for regenerating soils and removing carbon from food production.",,,
buzzvault,https://www.crunchbase.com/organization/buzzvault,11-50,"Blockchain, Financial Services, FinTech",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,buzzvault is the world’s first digital asset vault built on the blockchain.,2013-01-01,year,Active,,,For Profit,http://gobuzzvault.com,https://twitter.com/buzzvaulthq,,https://www.linkedin.com/company/buzzvault/,hello@buzzmove.com,08000608462,,,"buzzvault is the world’s first digital asset vault built on the blockchain, which makes it effortless for customers to digitally catalogue and securely store details of their possessions. This unprecedented level of data unlocks their own uniquely designed intelligent insurance product, tailored to customer needs - the first ever truly personalised home insurance policy. They are not just an app. Or a website. This is the future of insurance. Modern. Personalised. Built around you. Insurance as it should be. And it is here now. Join them in their mission to revolutionise the home insurance industry.",,,
BunkerTrace,https://www.crunchbase.com/organization/bunkertrace,1-10,"Blockchain, Information Technology, Transportation",,,,,Private,,,,"Deddington, Oxfordshire, United Kingdom",,,,BunkerTrace is a provider of blockchain-based cargo tracking solutions for the oil and gas industry.,2019-01-01,year,Active,,,For Profit,https://bunkertrace.co,https://twitter.com/BunkerTrace,,https://www.linkedin.com/company/bunkertrace,,,,,"BunkerTrace offers blockchain-based cargo tracking solutions for the oil and gas industry. The company leverages blockchain technology and DNA tracers to track and trace the marine fuel supply chain. The offerings include tag a physical tracer in the form of a synthetic DNA tag, and flagging a sensitive molecular label, 'Trace' - an integrated software application.",,,
Bumper,https://www.crunchbase.com/organization/bumper-443f,1-10,"Cryptocurrency, Finance, Financial Services, FinTech",Venture - Series Unknown,,,,Private,,,,"London, England, United Kingdom",,,,BUMPER is a DeFi price protection protocol that protects the value of crypto assets.,2020-01-01,year,Active,,,For Profit,https://bumper.fi,https://twitter.com/bumperfinance,,https://www.linkedin.com/company/bumperfinance/,hello@bumper.fi,,,2,"Bumper protects crypto assets against negative price movement when they are deposited by “Takers”, who are returned a tokenised version of the asset with the down-side volatility risk removed. The price risk is transferred to the opposing side of the market where “Makers” supply an alternative cryptocurrency that has a lower volatility; typically, a “stablecoin”. Both the protected asset and the stablecoin deposited by Takers and Makers are held by the protocol in pools. Stablecoins are at risk for the benefit of Takers in the event of certain negative price events, and Taker assets incur a variable premium in the native asset for the benefit of Makers. Both the volatile cryptocurrency and stablecoin pools are partially subordinated, allowing actors to engage with the protocol according to their individual perspective on future price behaviour of the protected asset. The Bumper design demonstrates how a decentralised software marketplace for asset price risk might prove superior to more traditional methods of using centralised stop-loss (which incurs slippage), or options markets (which has parasitic profits and overheads), by re-organising the utilities of the market participants.",,,
Bull Project,https://www.crunchbase.com/organization/bull-project,1-10,"Blockchain, Cryptocurrency, Human Resources, Information Technology, Outsourcing, Payments, Software",,,,,Private,,,,"Edinburgh, Edinburgh, City of, United Kingdom",,,,"We help companies to recruit, hire, manage and pay salaries in Cryptocurrencies to distributed teams using Web3 and Blockchain technologies.",2020-01-01,year,Active,,,For Profit,https://www.bullprojectltd.com/,https://twitter.com/bullprojectltd,,https://www.linkedin.com/company/bull-project,sales@bullprojectltd.com,+44 7862429887,,12,"Bull Project Ltd offers a wide range of outsourcing services to serve a variety of businesses and clients by building and managing distributed teams from LATAM. Whether you’re a small business or a start-up, we can help you reach new levels of success. Want to hire an employee or a whole team from Latam but is it too much work to recruit, make contracts compliant with local laws and make multi-cross-border payments in different currencies?  With Bull Project, you can avoid all the drama and just focus on what is important. GET THE JOB DONE. We recruit, hire, manage and pay salaries in cryptocurrencies to your team using our own Web3 platform. You just get an invoice monthly for the service contract. EASY LIKE THAT!!!! They are HIRED BY US but they WORK FOR YOU. Why us? Cost-efficient when it comes to quality, skills of the workforce and times of hiring on the market. One of the biggest databases of highly skilled professionals ready to work in Latam​. Scalable and Flexible to increase and decrease your business operations on short notice and at no cost Why LATAM? The cultural similarity between Europe and the U.S​​ The higher proficiency in the English Language in Latin America​​​​. Time zone ± 3 to Europe and the U.S. With 24/7 services We will help you increase your productivity, streamline your process, achieve efficiency and save money through outsourcing. Get in touch with us today to learn more about our services and what our team can do for you. www.bullprojectltd.com sales@bullprojectltd.com",,,
BuckChaf,https://www.crunchbase.com/organization/buckchaf,11-50,"Blockchain, Internet",,,,,Private,,,,"London, England, United Kingdom",,,,"BuckChaf is an integrated multi-technology solution, specializing in blockchain applications and science, technology, and engineering.",2018-01-01,year,Active,,,For Profit,https://buckchaf.com/,,https://www.facebook.com/buckchaf/,https://www.linkedin.com/company/buckchaf/,info@buckchaf.com,+886-2-77362848,,,,,,
BTP,https://www.crunchbase.com/organization/btpworks,11-50,"Blockchain, Enterprise Software, Information Services, Information Technology",Seed,"Management, Operations",,,Private,,,,"Edinburgh, Edinburgh, City of, United Kingdom",,,,BTP is a digital provenance company with a mission to make assets trustworthy,2018-01-01,year,Active,,,For Profit,https://btp.works,https://twitter.com/blockchaintp,,https://www.linkedin.com/company/btpworks,info@btp.works,,,14,"Founded in 2018, and backed by Force Over Mass and Signature Ventures, BTP is a digital provenance company, with a mission to make assets trustworthy. BTP is the company behind Chronicle, a product that allows organizations to record and query immutable provenance information on a distributed ledger, about any asset, in any domain, across multiple parties. Chronicle is delivered by our Sextant platform, to facilitate its deployment and management, as well as its integration with enterprise systems.",,,
BTCMiner Cloud EU,https://www.crunchbase.com/organization/btcminer-cloud-eu,1-10,"Bitcoin, Blockchain, Mining",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,BTCMiner is Bitcoin miner with fully automatic process,2015-01-01,year,Active,,,For Profit,https://www.btcminer.services/,,,,,,,,BTCMiner is Bitcoin miner with fully automatic process.,,,
BTCMANAGER,https://www.crunchbase.com/organization/btcmanager,11-50,"Bitcoin, Blockchain, News",,,,,Private,,,,"London, England, United Kingdom",,,Less than $1M,"BTCMANAGER - home for Bitcoin, Blockchain, Ethereum and FinTech news and information.",2016-01-01,year,Active,,,For Profit,https://btcmanager.com/,https://twitter.com/btc_manager,https://www.facebook.com/btcmanager/,https://www.linkedin.com/company/btcmanager/,support@email.btcmanager.com,+442036957669,,37,,,,
