Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
SigmaLedger,https://www.crunchbase.com/organization/sigmaledger,11-50,"Blockchain, Information Technology, SaaS",,,,,Private,,,,"Jersey City, New Jersey, United States","Greater New York Area, East Coast, Northeastern US",,,"SigmaLedger is a saas firm that focuses on supply chain transparency, traceability, counterfeit prevention and direct marketing.",2017-01-01,year,Active,,,For Profit,https://www.sigmaledger.com,https://twitter.com/SigmaLedger,https://www.facebook.com/SigmaLedger,https://www.linkedin.com/company/sigmaledger,info@sigmaledger.com,,,1,,,,
Sifchain Finance,https://www.crunchbase.com/organization/sifchain-finance,11-50,"Blockchain, Finance, FinTech, Information Technology, Internet, Software",Seed,Engineering,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,Sifchain is the world's first omni-chain decentralized exchange (DEX) for digital assets.,2020-08-01,month,Active,,,For Profit,https://sifchain.finance/,https://twitter.com/sifchain?lang=en,,http://www.linkedin.com/company/sifchain,info@sifchain.finance,,,1,"Sifchain is the world's first omni-chain decentralized exchange (DEX) for digital assets, unlocking liquidity in various chains to free people from egregious fees and inefficient trades.  To bring this intention to reality, we envision extensive cross-compatibility with DEXs and centralized exchanges (CEX). The future of Sifchain is a Decentralized Autonomous Organization (DAO) and, for DAOs to self-sustain, they need access to massive capital. We believe that building cross-chain liquidity will be fundamental to the future of the blockchain industry: an expectation, not a feature. Sifchain is built on the Cosmos Software Development Kit (SDK). Therefore, it is compatible with other Cosmos Network blockchains like Kava, Akash, and Terra via the Inter-Blockchain Communication (IBC) protocol.  As such, it is 100 times more efficient than Ethereum-based DEXs like Uniswap in terms of both trading fees and transaction speed. As a decentralized exchange, Sifchain combines the best elements of liquidity pools and order books for optimal order execution.",,,
Shorter Finance,https://www.crunchbase.com/organization/shorter-protocol,51-100,"Blockchain, Cryptocurrency",Angel,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,Creating unprecedented markets for 2000+ altcoins,2019-10-10,day,Active,,,,https://shorter.finance,https://twitter.com/Shorter_Finance,,,shorter@ipilabs.com,,,4,"Shorter Finance is a 100% decentralized infrastructure from IPI Labs. It comprises venues for token lending, derivatives trading and foolproof liquidation, bringing margin trading and physical delivery to the DeFi landscape with the ethos of open source.",,,
Shopping.io,https://www.crunchbase.com/organization/shopping-io,11-50,"Blockchain, Cryptocurrency, Shopping, Virtual Currency",,"Engineering, Management, Pro Services",,,Private,,,,"Sarasota, Florida, United States","East Coast, Southern US",,,Shopping.io is a cryptocurrency exchange platform.,2020-01-01,year,Active,,,For Profit,https://shopping.io,https://twitter.com/shopping_io,https://www.facebook.com/shopping.io,https://www.linkedin.com/company/shopping-io/,support@shopping.io,,,3,"Shopping.io is a cryptocurrency exchange platform. Their order from major hubs of commerce such as amazon, walmart, and eBay using your favorite cryptocurrency.",,,
Shopin,https://www.crunchbase.com/organization/shopin,51-100,"Analytics, Bitcoin, Cryptocurrency, E-Commerce, Marketing, Retail, Retail Technology",Seed,,,,Private,,,,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",,Less than $1M,"Shopin is building a decentralized Amazon on the blockchain, using a universal shopper profile and cryptocurrency.",2017-09-01,day,Active,,,For Profit,http://www.shopin.com,https://www.twitter.com/shopinapp,https://www.facebook.com/shopineverywhere,https://www.linkedin.com/company/3346671,eran@shopin.com,,,36,"Shopin lets you experience a smarter, more personal way of shopping online and offline by building a decentralized Amazon on the blockchain, using a universal shopper profile and cryptocurrency. Shopin is a universal shopper profile platform that delivers the most personal shopping experience on retailers' websites, apps, and stores based on shopper preferences and purchase history data. Shoppers are in full control of their data for the first time with a cryptocurrency to reward them when their attention is engaged with ads, content, and loyalty. Shopin empowers retailers to offer better product recommendations, easier and more secure transactions, and more valuable customer rewards using blockchain and Artificial Intelligence technology.  Voted ""Best ICO"" at the North American Bitcoin Conference 2018, ""Best ICO and Startup"" by CoinAgenda Global, and the #5 ""Top ICO"" at Davos d10e, Shopin's vision is to create a more sustainable retail economy where retailers become stronger by working together with their consumers.  Headquartered in Brooklyn, New York, Shopin is backed by Galaxy Investment Partners, Nima Capital, Passport, Block One Capital, Outbound Ventures, and angel investors from Google, ZocDoc, Wiser, and others. Shopin is revolutionizing the world of retail. Through Shopin's API, retailers can access and utilize our shopper-verified preferences to offer shoppers a more personalized, immersive shopping experience. Benefits to Shoppers:  1. Personally tailored shopping experience throughout the web and retail 2. Custom discounts targeted to personal spending habits 3. Manage retailer access to up-to-date personal data 4. A cryptocurrency to reward shoppers for access to their data, redeemable at retailers 5. Share their profiles with friends and families for enhanced gifting  Benefits to Retailers and Marketers:  1. Access to accurate shopper-verified preferences to increase engagement 2. Build more powerful recommendation engines with quality up-to-date shopper data  3. Increased ROI on marketing and communication through reliable, current shopper data 4. Instant  out-of-the-box GDPR compliance 5. Reduced returns  Awards:  - winner of CoinAgenda Global 2017,  voted the best ICO and startup from over 40 competitors.  - winner of North American Bitcoin Conference2018  (BTC Miami) - winner of CoinAgenda Global 2017,  voted the best ICO and startup from over 40 competitors.  - winner of BitCoinference Europe 2018 (Most promising ICO) - top 5 at D10e in Davos Find out more at www.shopin.com",,,
Shokworks,https://www.crunchbase.com/organization/shokworks,251-500,"Apps, Blockchain, Consulting, Information Technology, Software",,"Engineering, Finance, Human Resources, Management, Operations",,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,$1M to $10M,"Shokworks provides custom software, blockchain applications, VR and AR and IT consulting to global startups and enterprises.",2016-01-01,year,Active,,,For Profit,https://shokworks.io/,https://twitter.com/Shokworks,https://www.facebook.com/shokworks/,https://www.linkedin.com/company/shokworks/,info@shokworks.io,+1 786-715-5576,,1,,,,
Shipyard Software,https://www.crunchbase.com/organization/shipyard-software,11-50,"Cryptocurrency, Financial Services, Software",Seed,Management,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,Shipyard Software is building a fleet of exchanges and DeFi tools to suit every crypto trader.,2021-01-01,year,Active,,,For Profit,https://shipyardsoftware.org/,https://twitter.com/ShipyardSW,,https://www.linkedin.com/company/shipyard-software-inc/,,,,1,"Shipyard Software is building a fleet of exchanges and DeFi tools to suit every crypto trader. Our first flagship product, Clipper DEX, is specifically tailored for retail traders and is designed to offer the best prices for crypto trades valued at <$50k. Shipyard’s latest product, Longship, is a derivatives DEX that prevents toxic order flow while giving savvy traders access to DeFi-native perpetual contracts with up to 100x leverage. Shipyard’s products occupy a broader DeFi ecosystem governed by AdmiralDAO, a vanguard of builders working to level the playing field of global exchange by creating free and fair markets.  The company was founded in 2021 and is headquartered in San Francisco, California.",,,
ShiftMobility,https://www.crunchbase.com/organization/shiftmobility,11-50,"Automotive, Big Data, Blockchain, Computer, Software",Series A,"Engineering, Information Technology, Management",,,Private,,,,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Women Founded, Women Led",$1M to $10M,shiftMobility offers a mobile platform that enables the automotive industry to connect with clients via phones and tablets.,2012-01-01,year,Active,,,For Profit,http://shiftmobility.com/,https://twitter.com/shiftmobility,https://www.facebook.com/ShiftMobility/timeline?ref=page_internal,https://www.linkedin.com/company/shiftmobility-inc-,info@shiftmobility.com,(888) 531-6661,,1,shiftMobility connects and revolutionizes the way automotive industry constituents collaborate and grow their business with just a phone or a tablet.,Yes,,
Shift Markets,https://www.crunchbase.com/organization/shift-markets,11-50,"Cryptocurrency, Financial Services, FinTech",,"Engineering, Finance, Human Resources, Management, Marketing, Operations, Pro Services, Product, Sales",0.0,,Private,0.0,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,"Shift Markets provides cryptocurrency exchanges, brokerage technology, liquidity, risk management, compliance, and marketing services.",2009-01-01,year,Active,,,For Profit,https://www.shiftmarkets.com/,https://twitter.com/shiftmarkets,https://www.facebook.com/shiftmarketsnyc/,https://www.linkedin.com/company/shiftmarkets/,contact@shiftmarkets.com,+1-(646) 926-7005,,5,"Established in 2009, Shift Markets has 40 years of cumulative electronic trading experience, helping clients launch their trading ambitions.  Its seasoned team of FinTech professionals based in New York City provides clients with the technology infrastructure to run an exchange. Shift Markets lists crypto assets on over 60+ international exchanges and starts FX brokerages in as little as 6 weeks.  The company successfully launched 60+ crypto asset exchanges and over 100 brokerages in the forex space and is rapidly setting up new crypto exchanges all across the globe with 24-hour responsive support services.",,,
Shardus,https://www.crunchbase.com/organization/shardus,11-50,"Blockchain, Software, Software Engineering",,Operations,,,Private,,,,"Richardson, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,,Shardus is a blockchain application development platform.,2011-01-01,year,Active,,,For Profit,https://shardus.com,https://twitter.com/ShardusLedger,,https://www.linkedin.com/company/shardus,,+1 216 268 9858,,,"Shardus creates blockchain and DLT software. Many enterprise applications, including social networks and cryptocurrency, can be made with Shardus software. They are developing distributed ledger technology to address the issues with conventional blockchains.",,,
ShapeShift,https://www.crunchbase.com/organization/shapeshift,51-100,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Exchanges, FinTech",Venture - Series Unknown,"Engineering, Management, Marketing, Product, Sales",,2.0,Private,,,,"Denver, Colorado, United States","Greater Denver Area, Western US",,$1M to $10M,"ShapeShift is a crypto platform, enabling customers to buy, sell, trade, track, send, receive, and interact with their digital assets.",2014-07-01,day,Active,,,For Profit,https://shapeshift.com,https://twitter.com/ShapeShift_io,https://www.facebook.com/shapeshiftexchange,https://www.linkedin.com/company/shapeshift.io,mail@shapeshift.io,,,114,"ShapeShift is a web and API platform formed in July of 2014 to provide instant Bitcoin and altcoin conversion with the maximum level of consumer protection and efficiency. In summer of 2019, the new ShapeShift platform launched to enable B2C users to self-custody their crypto assets, and buy, sell, trade, track, send, and receive all without trusting a 3rd party. ShapeShift also built and operates the real-time crypto market data service CoinCap.io, and acquired hardware wallet company KeepKey in mid-2017.  The company is run by industry veteran Erik Voorhees.",,,
SFOX,https://www.crunchbase.com/organization/sfox,11-50,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech, Trading Platform, Virtual Currency",Series A,"Engineering, Finance, Human Resources, Management, Operations, Product, Sales",,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,$1M to $10M,SFOX is a cryptocurrency prime dealer for professional traders and institutional investors.,2014-01-01,year,Active,,,For Profit,https://www.sfox.com,http://twitter.com/sfox,https://www.facebook.com/sfoxtrading/,https://www.linkedin.com/company-beta/3843213/,support@sfox.com,,,75,"SFOX is a cryptocurrency prime dealer that provides professional traders and institutional investors higher returns when trading large volumes, through smart routing and a global integrated order book.",,,
Set Labs,https://www.crunchbase.com/organization/set-protocol,11-50,"Blockchain, Cryptocurrency, Financial Services, FinTech, Software",Series A,"Management, Operations",,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,Less than $1M,"Set Labs is a crypto-financial platform that allows users to create baskets of cryptocurrency, NFTs, and on-chain securities.",2017-11-01,month,Active,,,For Profit,https://www.tokensets.com,https://www.twitter.com/setprotocol,,https://www.linkedin.com/company/set-protocol,hello@setprotocol.com,,,2,"Set Labs is creating the next generation of finance through crypto-financial primitives. The company is developing tools that enable developers to bundle crypto assets together called Sets, which allow users to create cryptocurrency baskets, baskets of non-fungibles, baskets of on-chain securities, and more.",,,
Seshaat,https://www.crunchbase.com/organization/seshaat,101-250,"Blockchain, Cloud Data Services, IT Infrastructure",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,Less than $1M,"Seshaat provides IT solutions such as blockchain, cloud, big data architecture, fiber-optic and wireless communications.",2014-01-01,year,Active,,,For Profit,https://www.seshaat.com/,https://twitter.com/SeshaatUS,,https://www.linkedin.com/company/seshaat-inc-/,info@seshaat.com,+1-866-228-0513,,,,,,
Servus,https://www.crunchbase.com/organization/servus-c6f1,11-50,"Blockchain, Cryptocurrency, Software",,Management,,,Private,,,,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",,$1M to $10M,Servus is an IT company that provides a diverse digital marketplace and workforce to build human intelligent blockchain systems.,2018-01-01,year,Active,,,Non-profit,https://servus.io/,https://twitter.com/servuslabs,https://www.facebook.com/ServusFoundation/,https://www.linkedin.com/company/servus-foundation/,hello@servus.io,,,,,,,
ServerCube,https://www.crunchbase.com/organization/servercube,11-50,"Artificial Intelligence, Bitcoin, Blockchain, Cryptocurrency",,,,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",,,ServerCube has developed an AI trading algorithm to maximize returns on a conservative dividend capture strategy.,2018-01-01,year,Active,,,For Profit,https://www.servercube.io/,,,https://www.linkedin.com/company/servercubeinc,inquiry@servercube.com,+1-888-982-9760,,,"ServerCube is developing the technology to deploy a decentralized network of small high-powered processing computers (called SC Devices) connected via the internet and centrally managed, in order to provide decentralized cloud computational resources able to compete with industry-leading cloud computing services and provide Blockchain-as-a-Service (BaaS), deep learning Artificial Intelligence (AI) with sharding, Gaming, Augmented and Virtual Reality (VR) modeling and other functionalities",,,
Sequiet Labs,https://www.crunchbase.com/organization/sequietlabs,11-50,"Blockchain, Business Development, Content, Cryptocurrency, Marketing",Seed,,,,Private,,,,"West Hollywood, California, United States","Greater Los Angeles Area, West Coast, Western US",,,Digital marketing and business development.,2018-03-12,day,Active,,,For Profit,https://sequietlabs.io,,,,help@sequietlabs.io,,,,Digital marketing and business development.,,,
Sentinel,https://www.crunchbase.com/organization/sentinel-7e5b,11-50,"Blockchain, Cryptocurrency, Cyber Security, Network Security, Privacy",Seed,,,1.0,Private,,,,"Cosmos, Minnesota, United States","Great Lakes, Midwestern US",,,Provider of decentralized VPN and other secure blockchain applications.,2018-01-01,year,Active,,,Non-profit,https://sentinel.co/,https://twitter.com/Sentinel_co,https://www.facebook.com/sentineldvpn/,https://www.linkedin.com/company/sentinelco/,,,,9,"The Sentinel Network has the ability to host open-source distributed & decentralized applications that provide users with assurance that their session information is private, their communications are not being logged, and that not even the application creator has access to any of their data.",,,
SendMore,https://www.crunchbase.com/organization/sendmore,11-50,"Banking, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Payments",,,,,Private,,,,"Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",,,"SendMore is an online firm that offers money transfers, crypto exchange, API, digital banking, machine learning, and financial services.",2021-01-01,year,Active,,,For Profit,https://www.sendmorenow.com/,,https://www.facebook.com/sendmorenow,https://www.linkedin.com/company/sendmorenow/,info@sendmorenow.com,+1 302-600-1909,,,,,,
Securrency,https://www.crunchbase.com/organization/securrency,101-250,"Blockchain, Financial Services, FinTech, Trading Platform",Series B,"Engineering, Finance, Information Technology, Legal, Management, Marketing, Medical & Science, Operations, Product",,,Private,,,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",,$1M to $10M,Securrency delivers financial technology products for the tokenized issuance and trading of securities.,2015-01-01,year,Active,,,For Profit,https://securrency.com,https://twitter.com/Securrency,https://www.facebook.com/Securrency,https://www.linkedin.com/company/securrency,info@securrency.com,,,31,"Securrency delivers financial technology products for the tokenized issuance and trading of securities. The company’s protocol can be utilized on the Ethereum, Stellar, Ripple, EOS, and other distributed ledgers, as well as on legacy systems, allowing for seamless on-chain and off-chain movement of tokens. Securrency makes financial services more secure, transparent, efficient, and accessible by integrating legacy financial services with recent advances in distributed ledger technologies, payment gateways, and security frameworks. Built from the ground up with security and compliance at its core, Securrency enables an efficient market, bringing together investors seeking yield with value creators, such as asset owners, startups or fund managers requiring capital.",,,
Securitize,https://www.crunchbase.com/organization/securitize-inc,51-100,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Information Technology",Series B,"Engineering, Finance, Legal, Management, Marketing, Operations, Product, Sales, Support",,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Hispanic / Latine Founded,$1M to $10M,"Securitize enables digital securities, which are easier to own, simpler to manage, and faster to trade.",2017-11-01,month,Active,,,For Profit,https://securitize.io,https://twitter.com/securitize,https://www.facebook.com/securitize.io,https://www.linkedin.com/company/securitize,info@securitize.io,+1 415-745-3030,,68,"Securitize is modernizing capital markets by enabling digital securities, making it easier for eligible investors to own, manage, and trade digital securities within designated capital markets for equity, funds, fixed income, and real estate. Securitize is the only SEC Registered Transfer Agent integrated with multiple regulated US-based marketplaces with a working protocol and live issuers. The company also offers KYC/AML and capital management services. Securitize, Inc. is not a registered broker-dealer and does not make any endorsement of offerings.",,,
SecondOpinions.com,https://www.crunchbase.com/organization/secondopinions-com,51-100,"Artificial Intelligence, Blockchain, Health Care",,,,,Private,,,,"Fort Lauderdale, Florida, United States","Greater Miami Area, East Coast, Southern US",,,"#1 Rated medical second opinion service in all areas of medicine, including radiology, oncology, and pediatrics. Joint Commission accredited",2014-01-01,year,Active,,,For Profit,https://www.secondopinions.com,,https://www.facebook.com/secondopinionsUSA,https://www.linkedin.com/company/second-opinions-medicine,marketing@secondopinions.com,855-573-2663,,2,"Healthcare-Technology company focused on teleradiology, telehealth, medical second opinions all through harnessing the power of Artificial Intelligence and Blockchain.",,,
Sealance Corp.,https://www.crunchbase.com/organization/sealance-corp,11-50,"Blockchain, Financial Services",Seed,,,,Private,,,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",,,"Sealance provides financial services, cryptography and other services.",2021-11-09,day,Active,,,,https://www.sealance.io/,,,,,,,,"Sealance builds the decentralized, blockchain for the cryptocurrency industry, based on mathematics, cryptography, and zero-knowledge proofs. They also built on zero-knowledge proofs to ensure privacy, prove identities, enforce policy compliance, and assure transaction integrity.",,,
Sea Foam Media & Technology,https://www.crunchbase.com/organization/sea-foam-media-technology,11-50,"Blockchain, Computer Vision, Information Services, Information Technology",,Sales,,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Women Founded,,"Sea Foam helps companies define a real vision, get seen by investors, and build impactful products.",2017-01-01,year,Active,,,For Profit,https://www.seafoam.media/,https://twitter.com/seafoammedia,https://www.facebook.com/seafoammediablockchain,https://www.linkedin.com/company/seafoammedia/,,,,1,"Sea Foam helps companies define a real vision, get seen by investors, and build impactful products. We believe in blockchain beyond the hype. Sea Foam Media & Technology has helped STOs, ICOs, and AI companies early stage through series B raise between $1M - $50M.",,,
Sea Brokers,https://www.crunchbase.com/organization/sea-brokers,11-50,"Asset Management, Cryptocurrency, Financial Services",,,,,Private,,,,"Springfield, Illinois, United States","Great Lakes, Midwestern US",,,Sea Brokers is a financial firm that provides brokerage services to businesses for buying and selling crypto assets.,2020-01-01,year,Active,,,For Profit,http://seabrokers.us/,,https://www.facebook.com/SeaBrokersUS,https://www.linkedin.com/company/sea-brokers-inc/,info@SEABrokers.us,+1-973-652-0028,,,,,,
Scorefam,https://www.crunchbase.com/organization/scorefam,11-50,"Blockchain, Gaming, Sports",Venture - Series Unknown,,,,Private,,,,"Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",,,A blockchain sport gaming platform that allow users earn in their own way.,2020-10-01,day,Active,,,For Profit,https://scorefam.org,https://www.twitter.com/scorefamsports,,https://www.linkedin.com/company/scorefamsports/,hello@scorefam.org,,,5,Scorefam is the first blockchain risk-profiled sport gaming platform for sport lovers that aims to bridge the gap between cryptocurrency & sports by using emerging tech - Blockchain - to create earning opportunities and increase fan engagement.,,,
"SciX, LLC",https://www.crunchbase.com/organization/scix-llc,11-50,"Artificial Intelligence, Biometrics, Biotechnology, Blockchain, Cryptocurrency, Health Care, Internet of Things, Machine Learning, Mobile Devices, Predictive Analytics, Wearables",Initial Coin Offering,,,,Private,,,,"Lutz, Florida, United States","Tampa Bay Area, East Coast, Southern US",Women Founded,,SciX is an innovative & disruptive biotech IoT device systems and applications company.,2015-05-01,month,Active,,,For Profit,http://scix.io/,https://twitter.com/SciX_io,https://www.facebook.com/scixllc/,https://www.linkedin.com/company/scix/,info@scix.io,813-784-5351,,,"SCIX, led by Gloryvee Cordero and Joyonna Gamble George, is a leader in intelligent automation of wearables through blockchains & smart contracts. SCIX automates 20-40% of IoT wearables in Medical Science and works alongside government agencies directly in the data science, AI, and predictive analytics to handle the most patient queries across multiple data collections. SciX is dedicated to creating science-based and health-related mobile, wearable applications and devices for the healthcare industry.",,,
Scientific Coin,https://www.crunchbase.com/organization/scientific-coin,11-50,"Blockchain, Crowdfunding",,,,,Private,,,,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,ScientificCoin is a blockchain-based crowdfunding platform.,2017-01-01,year,Active,,,For Profit,https://scientificcoin.com,https://twitter.com/scientificcoin,https://www.facebook.com/Scientificcoin-454914991593260/,https://www.linkedin.com/company/scientificcoin,support@scientificcoin.com,+1 650-504-5780,,,ScientificCoin is a blockchain-based crowdfunding platform. Its main purpose is to provide financial support for scientific projects. ScientificCoin provides an opportunity for any scientific project to raise funds.,,,
Scalio,https://www.crunchbase.com/organization/scal-io,51-100,"Blockchain, Consulting, FinTech, Web Development",,"Engineering, Management, Operations, Product",,,Private,,,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",,,We create digital platforms and experiences for the world's leading brands.,2011-07-02,day,Active,,,For Profit,https://scal.io,http://twitter.com/ScalioLabs,http://www.facebook.com/ScalioLabs,http://www.linkedin.com/company/scalio,hello@scal.io,,,2,"Scalio is a leading Silicon Valley digital product agency. We build innovative platforms and craft transformative digital experiences for iconic brands and high growth startups. Scalio has shipped hundreds of scalable web platforms, mobile applications, and dynamic web experiences for a range of clients including Google, Uber, AirBnb, Intuitive Surgical, 23andMe, Viacom, Shell, Yahoo, Monster and Bridegwater Capital. For over a decade, our team of 90+ diverse experts in design, product strategy and engineering have delivered over 850 ground-breaking digital products, achieving over $1 billion in revenue, and engaging over 100 million users across 30 industries including FinTech, MedTech, Blockchain and Gaming.",,,
Scalable Labs,https://www.crunchbase.com/organization/scalable-labs,11-50,"Blockchain, Cryptocurrency, FinTech, Professional Services, Software",,,,,Private,,,,"Orange, California, United States","Greater Los Angeles Area, West Coast, Western US",,,"Scalable Labs is an incubator platform that helps entrepreneurs, stakeholders, and freelancers launch lean blockchain startups together.",2017-01-01,year,Active,,,For Profit,http://scalablelabs.io/,https://twitter.com/scalablelabs,,https://www.linkedin.com/company/scalablelabs/about/,,,,,"Scalable Labs is an incubator platform that helps entrepreneurs, stakeholders, and freelancers launch lean blockchain startups together. They provide the tools, funding, and insight that startups need to succeed. They reduce the risk of investing in blockchain startups, and give stakeholders exclusive early access to our startups’ pre-token sales. Scalable Labs also allow freelancers in every field to network, make meaningful connections with potential employers, and earn liquid tokens or bounty in exchange for their work.",,,
Sazmining,https://www.crunchbase.com/organization/sazmining-inc,11-50,"Bitcoin, Blockchain, Clean Energy, Cryptocurrency",Convertible Note,"Management, Operations",,,Private,,,,"Potomac, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",,,We make Bitcoin mining with renewable energy easy and accessible to anyone.,2018-01-16,day,Active,,,For Profit,https://www.sazmining.com/,https://twitter.com/sazmining,,https://www.linkedin.com/company/sazmining-inc/?viewAsMember=true,customerservice@sazmining.com,,,1,Sazmining manages remote and renewable Bitcoin mining facilities for retail customers.  Our vision is to transform how people relate to money and energy. Enabling regular people to participate in mining ensures a bright future for Bitcoin.,,,
SaTT Token,https://www.crunchbase.com/organization/satt-token,11-50,"Advertising, Bitcoin",Initial Coin Offering,,,,Private,,,,"Newark, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",,$1M to $10M,SaTT is a token to disrupt advertising transactions.,2010-01-01,year,Active,,,For Profit,https://www.satt-token.com,https://twitter.com/SaTT_Token,https://www.facebook.com/SaTT.Token,,,,,,"SaTT is a token to disrupt advertising transactions ! The SaTT is an ERC20 token created to facilitate advertising transactions with a smart contract. Using SaTT, payments between advertisers and publishers will be faster, more secure and cheaper by integrating advanced features such as calculations of the amounts to be paid through third-party statistical modules (oracles). Take part in the revolution and participate in SaTT ICO.",,,
Sator,https://www.crunchbase.com/organization/sator,11-50,"Blockchain, Information Technology, Mobile Apps",Seed,Medical & Science,,,Private,,,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",,,Sator is an open-source P2P platform for the scripted television industry.,2019-01-01,year,Active,,,For Profit,https://www.sator.io,https://twitter.com/SatorSAO,https://www.facebook.com/Satorsao,https://www.linkedin.com/company/satorsao,,,,7,,,,
Sarva Labs,https://www.crunchbase.com/organization/sarva-labs,11-50,"Artificial Intelligence, Blockchain, Information Technology",,,,,Private,,,,"Lewes, Delaware, United States","East Coast, Southern US",,,Sarva Labs is a blockchain and AI technology design and engineering company that focuses on facilitating digital interactions.,2021-01-01,year,Active,,,For Profit,https://www.sarva.ai,https://mobile.twitter.com/incsarva,,https://www.linkedin.com/company/sarvalabsinc/,info@sarva.ai,,,,Sarva Labs is a blockchain and AI technology engineering and design firm that concentrates on facilitating digital interactions. They bring personalization to open networks through full user ownership and complete control of all dimensions of their digital interactions.,,,
Sarson Funds,https://www.crunchbase.com/organization/sarson-funds,11-50,"Crowdfunding, Cryptocurrency, FinTech",Seed,"Finance, Management, Marketing, Operations, Pro Services",,1.0,Private,,,,"Indianapolis, Indiana, United States","Great Lakes, Midwestern US",,$1M to $10M,"Transparent and risk-managed cryptocurrency investment funds, plus digital asset education for investors and financial advisors.",2017-01-01,year,Active,,,For Profit,http://www.sarsonfunds.com,https://www.twitter.com/SarsonFunds,https://www.facebook.com/SarsonFunds,https://www.linkedin.com/company/sarson-funds,info@sarsonfunds.com,3176638084,,2,"We invest in transparency, so that you can invest in the future. Providing risk managed exposure to cryptocurrency and blockchain technology investment strategies, Sarson Funds delivers digital asset clarity to investors and financial advisors.",,,
Sardine,https://www.crunchbase.com/organization/sardine,51-100,"Cryptocurrency, FinTech, Fraud Detection, Software",Series B,"Management, Operations, Pro Services, Sales",,,Private,,,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",,$1M to $10M,Sardine is fraud prevention and compliance software company for the digital economy.,2020-01-01,year,Active,,,For Profit,https://www.sardine.ai,https://twitter.com/sardineai,,https://www.linkedin.com/company/sardineai,sales@sardine.ai,,,26,"For customers and companies to move money confidently, Sardine is on a mission to make payments quick and risk-free. Slow payments and high fraud rates hinder corporate growth and put the economy at systemic risk, making fraud a cost to society. Because Sardine has access to the best API for financial services fraud detection and compliance, any business—large or small—can enhance its risk management. Additionally, for NFT and cryptocurrency transactions, the organization provides instant settlement.",,,
Sapien,https://www.crunchbase.com/organization/sapien,11-50,"Blockchain, Internet, Social Media, Social News",Initial Coin Offering,"Engineering, Finance, Management, Operations",,,Private,,,,"Fremont, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,Less than $1M,Sapien is the Web3 Social Network of the Future,2016-05-31,day,Active,,,For Profit,https://www.sapien.network/,https://twitter.com/sapien_network,https://www.facebook.com/sapien.network/,https://www.linkedin.com/company/sapien.network/,team@sapien.network,,,10,"At Sapien, we are passionate about building a social network that truly serves the user.  For too long perverse incentives have created big tech kleptocrats that have morphed into data brokers who hoard value generated from a trillion-dollar data mining industry. Surveillance capitalism has undermined autonomy and democracy, while users have become a commodity. Sapien intends to change this. Our mission is to restore power to users by creating a decentralized social platform that enables meaningful conversations, data sovereignty, and economic empowerment.",,,
